area_id,alleg_year,officer_race,count
359,2006,Black,2
359,2006,Hispanic,5
359,2006,White,6
359,2007,Hispanic,4
359,2007,White,3
359,2008,Hispanic,2
359,2008,White,9
359,2009,Hispanic,4
359,2009,White,3
359,2010,Black,1
359,2010,White,6
359,2011,Black,1
359,2011,Hispanic,6
359,2011,White,6
359,2012,Hispanic,1
359,2012,White,3
359,2013,Hispanic,1
359,2013,White,3
359,2014,Asian/Pacific,1
359,2014,Black,1
359,2014,Hispanic,4
359,2014,White,11
359,2015,Black,1
359,2015,Hispanic,2
359,2015,White,5
359,2016,Black,1
359,2016,Hispanic,2
359,2016,White,1
359,2017,Hispanic,1
359,2017,White,5
360,1984,White,2
360,1986,White,1
360,1989,Black,5
360,1989,White,24
360,1990,Black,4
360,1990,Hispanic,1
360,1990,White,22
360,1991,Black,8
360,1991,Hispanic,7
360,1991,White,42
360,1992,Black,8
360,1992,Hispanic,4
360,1992,White,37
360,1993,Black,7
360,1993,Hispanic,14
360,1993,White,55
360,1994,Black,9
360,1994,Hispanic,7
360,1994,White,37
360,1995,Black,5
360,1995,Hispanic,13
360,1995,White,55
360,1996,Asian/Pacific,1
360,1996,Black,7
360,1996,Hispanic,19
360,1996,White,52
360,1997,Asian/Pacific,3
360,1997,Black,8
360,1997,Hispanic,10
360,1997,White,38
360,1998,Black,1
360,1998,Hispanic,4
360,1998,White,35
360,1999,Black,9
360,1999,Hispanic,9
360,1999,White,47
360,2000,Asian/Pacific,1
360,2000,Black,9
360,2000,Hispanic,10
360,2000,White,66
360,2001,Black,6
360,2001,Hispanic,21
360,2001,White,33
360,2002,Black,4
360,2002,Hispanic,4
360,2002,White,20
360,2003,Asian/Pacific,1
360,2003,Black,3
360,2003,Hispanic,12
360,2003,White,9
360,2004,Asian/Pacific,1
360,2004,Black,6
360,2004,Hispanic,3
360,2004,White,19
360,2005,Hispanic,3
360,2005,White,8
360,2006,Black,9
360,2006,Hispanic,10
360,2006,White,19
360,2007,Black,2
360,2007,Hispanic,5
360,2007,White,20
360,2008,Black,2
360,2008,Hispanic,8
360,2008,White,12
360,2009,Black,6
360,2009,Hispanic,12
360,2009,White,24
360,2010,Black,2
360,2010,Hispanic,7
360,2010,White,21
360,2011,Black,4
360,2011,Hispanic,12
360,2011,White,13
360,2012,Black,2
360,2012,Hispanic,9
360,2012,White,10
360,2013,Black,2
360,2013,Hispanic,10
360,2013,White,16
360,2014,Black,1
360,2014,Hispanic,9
360,2014,White,17
360,2015,Hispanic,6
360,2015,White,3
360,2016,Hispanic,4
360,2016,White,7
360,2017,Black,1
360,2017,Hispanic,8
360,2017,Unknown,1
360,2017,White,7
361,1983,White,2
361,1984,White,2
361,1988,Hispanic,1
361,1988,White,7
361,1989,Black,1
361,1989,Hispanic,1
361,1989,White,10
361,1990,Black,2
361,1990,White,5
361,1991,Hispanic,1
361,1991,White,34
361,1992,Hispanic,2
361,1992,White,34
361,1993,Black,4
361,1993,Hispanic,2
361,1993,Native American/Alaskan Native,1
361,1993,White,35
361,1994,Black,6
361,1994,Hispanic,2
361,1994,White,27
361,1995,Asian/Pacific,1
361,1995,Black,2
361,1995,Hispanic,1
361,1995,White,27
361,1996,Asian/Pacific,2
361,1996,Hispanic,3
361,1996,White,38
361,1997,Black,5
361,1997,Hispanic,4
361,1997,White,34
361,1998,Black,2
361,1998,Hispanic,3
361,1998,White,31
361,1999,Hispanic,5
361,1999,White,37
361,2000,Asian/Pacific,6
361,2000,Hispanic,3
361,2000,Native American/Alaskan Native,1
361,2000,White,45
361,2001,Black,2
361,2001,Hispanic,6
361,2001,White,21
361,2002,Asian/Pacific,2
361,2002,Black,1
361,2002,Hispanic,5
361,2002,White,25
361,2003,Asian/Pacific,3
361,2003,Hispanic,4
361,2003,White,24
361,2004,Black,2
361,2004,Hispanic,7
361,2004,White,15
361,2005,Asian/Pacific,1
361,2005,Hispanic,5
361,2005,White,10
361,2006,Asian/Pacific,1
361,2006,Black,2
361,2006,Hispanic,5
361,2006,White,16
361,2007,Black,1
361,2007,Hispanic,5
361,2007,White,22
361,2008,Asian/Pacific,1
361,2008,Black,1
361,2008,Hispanic,2
361,2008,White,24
361,2009,Asian/Pacific,2
361,2009,Hispanic,5
361,2009,White,19
361,2010,Asian/Pacific,1
361,2010,Hispanic,8
361,2010,White,21
361,2011,Black,1
361,2011,Hispanic,1
361,2011,White,8
361,2012,Hispanic,2
361,2012,White,9
361,2013,Hispanic,1
361,2013,White,10
361,2014,Hispanic,2
361,2014,White,5
361,2015,Hispanic,5
361,2015,White,7
361,2016,Hispanic,3
361,2016,White,8
361,2017,Hispanic,6
361,2017,White,6
361,2018,White,1
361,,Hispanic,1
362,1982,White,1
362,1985,White,4
362,1986,White,4
362,1987,Hispanic,1
362,1988,Black,1
362,1989,White,7
362,1990,White,1
362,1991,Black,5
362,1991,Hispanic,6
362,1991,White,29
362,1992,Black,2
362,1992,Hispanic,1
362,1992,White,23
362,1993,Black,4
362,1993,Hispanic,3
362,1993,White,25
362,1994,Black,5
362,1994,Hispanic,4
362,1994,White,23
362,1995,Black,6
362,1995,Hispanic,4
362,1995,White,34
362,1996,Asian/Pacific,1
362,1996,Black,7
362,1996,Hispanic,2
362,1996,White,47
362,1997,Black,3
362,1997,Hispanic,5
362,1997,White,44
362,1998,Asian/Pacific,1
362,1998,Black,4
362,1998,Hispanic,5
362,1998,White,27
362,1999,Asian/Pacific,2
362,1999,Black,12
362,1999,Hispanic,12
362,1999,White,26
362,2000,Asian/Pacific,4
362,2000,Black,14
362,2000,Hispanic,7
362,2000,White,47
362,2001,Asian/Pacific,3
362,2001,Black,4
362,2001,Hispanic,8
362,2001,White,31
362,2002,Asian/Pacific,1
362,2002,Black,5
362,2002,Hispanic,5
362,2002,White,24
362,2003,Asian/Pacific,3
362,2003,Black,4
362,2003,Hispanic,5
362,2003,White,25
362,2004,Black,1
362,2004,Hispanic,8
362,2004,White,29
362,2005,Asian/Pacific,1
362,2005,Black,1
362,2005,Hispanic,9
362,2005,White,11
362,2006,Black,4
362,2006,White,8
362,2007,Hispanic,6
362,2007,White,30
362,2008,Black,1
362,2008,Hispanic,3
362,2008,White,10
362,2009,Asian/Pacific,2
362,2009,Hispanic,7
362,2009,White,22
362,2010,Asian/Pacific,2
362,2010,Black,8
362,2010,Hispanic,3
362,2010,White,11
362,2011,Asian/Pacific,2
362,2011,Hispanic,5
362,2011,White,6
362,2012,Asian/Pacific,1
362,2012,Hispanic,1
362,2012,White,4
362,2013,Hispanic,3
362,2013,White,5
362,2014,Asian/Pacific,1
362,2014,White,13
362,2015,Black,1
362,2015,Hispanic,8
362,2015,White,11
362,2016,Hispanic,4
362,2016,White,8
362,2017,Hispanic,2
362,2018,White,2
362,,Hispanic,1
363,1984,Black,2
363,1984,White,8
363,1989,Black,1
363,1989,Hispanic,1
363,1989,White,3
363,1990,Black,1
363,1990,White,4
363,1991,Black,5
363,1991,Hispanic,1
363,1991,White,8
363,1992,Black,14
363,1992,Hispanic,1
363,1992,White,11
363,1993,Black,9
363,1993,White,9
363,1994,Black,10
363,1994,White,12
363,1995,Black,7
363,1995,White,9
363,1996,Black,9
363,1996,White,13
363,1997,Black,3
363,1997,Hispanic,1
363,1997,White,12
363,1998,Black,8
363,1998,Hispanic,1
363,1998,White,6
363,1999,Asian/Pacific,1
363,1999,Black,5
363,1999,White,2
363,2000,Black,5
363,2000,White,3
363,2001,Black,2
363,2001,White,9
363,2002,Black,3
363,2002,Hispanic,2
363,2002,White,3
363,2003,Black,4
363,2003,Hispanic,2
363,2003,White,1
363,2004,Black,2
363,2004,Hispanic,1
363,2004,White,7
363,2005,Black,4
363,2005,White,2
363,2006,Black,1
363,2006,Hispanic,1
363,2007,Black,1
363,2007,Hispanic,2
363,2007,White,4
363,2008,White,4
363,2009,Black,3
363,2009,White,4
363,2010,Black,3
363,2010,Native American/Alaskan Native,1
363,2010,White,5
363,2011,Black,6
363,2011,White,3
363,2012,Hispanic,3
363,2012,White,5
363,2013,White,3
363,2015,Black,1
363,2015,Hispanic,2
363,2017,White,1
364,1982,White,1
364,1984,Hispanic,1
364,1984,White,2
364,1985,Hispanic,1
364,1985,White,4
364,1989,Black,3
364,1989,Hispanic,4
364,1989,White,8
364,1990,Black,1
364,1990,Hispanic,4
364,1990,White,8
364,1991,Black,4
364,1991,Hispanic,4
364,1991,White,12
364,1992,Black,2
364,1992,Hispanic,5
364,1992,White,10
364,1993,Asian/Pacific,1
364,1993,Black,6
364,1993,Hispanic,11
364,1993,White,13
364,1994,Black,2
364,1994,Hispanic,5
364,1994,White,10
364,1995,Black,1
364,1995,Hispanic,8
364,1995,Native American/Alaskan Native,1
364,1995,White,19
364,1996,Black,3
364,1996,Hispanic,17
364,1996,White,16
364,1997,Black,3
364,1997,Hispanic,16
364,1997,White,27
364,1998,Black,4
364,1998,Hispanic,11
364,1998,White,7
364,1999,Black,1
364,1999,Hispanic,7
364,1999,White,8
364,2000,Black,2
364,2000,Hispanic,22
364,2000,White,43
364,2001,Asian/Pacific,1
364,2001,Hispanic,14
364,2001,White,19
364,2002,Asian/Pacific,1
364,2002,Black,4
364,2002,Hispanic,12
364,2002,White,9
364,2003,Asian/Pacific,1
364,2003,Black,1
364,2003,Hispanic,12
364,2003,White,9
364,2004,Hispanic,9
364,2004,White,6
364,2005,Asian/Pacific,2
364,2005,Hispanic,4
364,2005,White,10
364,2006,Black,1
364,2006,Hispanic,5
364,2006,White,9
364,2007,Hispanic,7
364,2007,White,10
364,2008,Asian/Pacific,1
364,2008,Hispanic,5
364,2008,White,17
364,2009,Hispanic,3
364,2009,White,7
364,2010,Black,1
364,2010,Hispanic,3
364,2010,White,6
364,2011,Asian/Pacific,1
364,2011,Hispanic,6
364,2011,White,1
364,2012,Hispanic,2
364,2012,White,5
364,2015,Hispanic,1
364,2015,White,4
364,2016,Hispanic,1
364,2016,White,4
365,1982,White,1
365,1983,White,2
365,1984,Black,1
365,1984,Hispanic,1
365,1984,White,8
365,1985,Hispanic,3
365,1985,White,2
365,1986,Hispanic,3
365,1986,White,6
365,1987,Hispanic,2
365,1987,White,6
365,1988,Hispanic,3
365,1988,White,4
365,1989,Black,8
365,1989,Hispanic,3
365,1989,White,14
365,1990,Black,4
365,1990,Hispanic,11
365,1990,White,18
365,1991,Black,6
365,1991,Hispanic,19
365,1991,White,53
365,1992,Black,16
365,1992,Hispanic,22
365,1992,White,50
365,1993,Asian/Pacific,1
365,1993,Black,6
365,1993,Hispanic,36
365,1993,White,45
365,1994,Asian/Pacific,1
365,1994,Black,1
365,1994,Hispanic,29
365,1994,White,56
365,1995,Black,3
365,1995,Hispanic,30
365,1995,White,55
365,1996,Black,2
365,1996,Hispanic,38
365,1996,White,62
365,1997,Asian/Pacific,1
365,1997,Black,6
365,1997,Hispanic,41
365,1997,White,57
365,1998,Asian/Pacific,1
365,1998,Black,4
365,1998,Hispanic,28
365,1998,White,43
365,1999,Asian/Pacific,1
365,1999,Black,10
365,1999,Hispanic,28
365,1999,White,31
365,2000,Black,14
365,2000,Hispanic,46
365,2000,White,55
365,2001,Asian/Pacific,1
365,2001,Black,3
365,2001,Hispanic,26
365,2001,White,36
365,2002,Asian/Pacific,1
365,2002,Black,4
365,2002,Hispanic,19
365,2002,White,35
365,2003,Asian/Pacific,3
365,2003,Black,4
365,2003,Hispanic,16
365,2003,White,16
365,2004,Asian/Pacific,4
365,2004,Black,1
365,2004,Hispanic,5
365,2004,White,11
365,2005,Asian/Pacific,1
365,2005,Hispanic,5
365,2005,White,6
365,2006,Asian/Pacific,1
365,2006,Hispanic,16
365,2006,White,17
365,2007,Black,3
365,2007,Hispanic,13
365,2007,White,38
365,2008,Asian/Pacific,3
365,2008,Black,2
365,2008,Hispanic,19
365,2008,White,19
365,2009,Black,1
365,2009,Hispanic,12
365,2009,White,5
365,2010,Asian/Pacific,1
365,2010,Black,1
365,2010,Hispanic,7
365,2010,White,5
365,2011,Black,3
365,2011,Hispanic,6
365,2011,White,26
365,2012,Black,9
365,2012,Hispanic,8
365,2012,White,13
365,2013,Asian/Pacific,1
365,2013,Black,4
365,2013,Hispanic,11
365,2013,White,11
365,2014,Black,5
365,2014,Hispanic,6
365,2014,White,9
365,2015,Asian/Pacific,1
365,2015,Black,3
365,2015,Hispanic,2
365,2015,White,6
365,2016,Hispanic,2
365,2016,White,3
365,2017,Black,1
365,2017,Hispanic,3
365,2017,White,3
365,2018,Black,1
365,2018,Hispanic,5
365,2018,Native American/Alaskan Native,1
365,2018,White,3
366,1980,Hispanic,2
366,1980,White,1
366,1983,Black,1
366,1983,White,1
366,1984,White,7
366,1985,Hispanic,1
366,1985,White,3
366,1986,Hispanic,3
366,1986,White,5
366,1987,Hispanic,4
366,1987,White,6
366,1988,Hispanic,1
366,1988,White,6
366,1989,Black,1
366,1989,Hispanic,13
366,1989,White,28
366,1990,Black,5
366,1990,Hispanic,4
366,1990,White,14
366,1991,Asian/Pacific,1
366,1991,Black,11
366,1991,Hispanic,31
366,1991,White,52
366,1992,Black,6
366,1992,Hispanic,43
366,1992,White,51
366,1993,Black,9
366,1993,Hispanic,17
366,1993,White,36
366,1994,Asian/Pacific,1
366,1994,Black,4
366,1994,Hispanic,30
366,1994,White,41
366,1995,Black,12
366,1995,Hispanic,36
366,1995,White,40
366,1996,Black,6
366,1996,Hispanic,40
366,1996,Native American/Alaskan Native,1
366,1996,White,63
366,1997,Black,9
366,1997,Hispanic,34
366,1997,White,47
366,1998,Asian/Pacific,1
366,1998,Black,5
366,1998,Hispanic,30
366,1998,White,32
366,1999,Asian/Pacific,5
366,1999,Black,7
366,1999,Hispanic,44
366,1999,White,65
366,2000,Asian/Pacific,5
366,2000,Black,10
366,2000,Hispanic,40
366,2000,White,75
366,2001,Asian/Pacific,4
366,2001,Black,3
366,2001,Hispanic,21
366,2001,White,26
366,2002,Asian/Pacific,3
366,2002,Black,4
366,2002,Hispanic,27
366,2002,White,45
366,2003,Asian/Pacific,4
366,2003,Black,3
366,2003,Hispanic,14
366,2003,White,24
366,2004,Asian/Pacific,1
366,2004,Black,2
366,2004,Hispanic,14
366,2004,White,23
366,2005,Asian/Pacific,1
366,2005,Black,1
366,2005,Hispanic,7
366,2005,White,8
366,2006,Asian/Pacific,3
366,2006,Black,3
366,2006,Hispanic,14
366,2006,White,21
366,2007,Asian/Pacific,2
366,2007,Black,1
366,2007,Hispanic,14
366,2007,White,26
366,2008,Black,5
366,2008,Hispanic,15
366,2008,White,21
366,2009,Asian/Pacific,2
366,2009,Black,1
366,2009,Hispanic,11
366,2009,White,19
366,2010,Asian/Pacific,2
366,2010,Black,1
366,2010,Hispanic,5
366,2010,White,8
366,2011,Asian/Pacific,1
366,2011,Black,5
366,2011,Hispanic,21
366,2011,White,23
366,2012,Asian/Pacific,1
366,2012,Black,4
366,2012,Hispanic,11
366,2012,White,12
366,2013,Asian/Pacific,1
366,2013,Hispanic,2
366,2013,White,2
366,2014,Black,1
366,2014,Hispanic,1
366,2014,White,3
366,2015,Asian/Pacific,2
366,2015,Hispanic,4
366,2015,White,2
366,2016,Black,1
366,2016,White,1
366,2017,Asian/Pacific,1
366,2017,Hispanic,2
366,2017,White,5
367,1986,White,1
367,1989,Black,2
367,1991,Black,2
367,1991,Hispanic,2
367,1991,White,25
367,1992,Black,1
367,1992,Hispanic,3
367,1992,White,5
367,1993,Black,2
367,1993,Hispanic,1
367,1993,White,12
367,1994,Asian/Pacific,1
367,1994,Black,5
367,1994,Hispanic,1
367,1994,White,16
367,1995,Black,6
367,1995,Hispanic,5
367,1995,White,13
367,1996,Black,4
367,1996,Hispanic,2
367,1996,White,10
367,1997,Black,1
367,1997,Hispanic,4
367,1997,White,22
367,1998,Asian/Pacific,1
367,1998,Hispanic,6
367,1998,White,14
367,1999,Black,2
367,1999,Hispanic,3
367,1999,White,2
367,2000,Black,1
367,2000,Hispanic,8
367,2000,White,27
367,2001,Hispanic,4
367,2001,White,13
367,2002,Black,1
367,2002,Hispanic,3
367,2002,White,6
367,2004,Black,2
367,2004,Hispanic,1
367,2004,White,6
367,2005,Black,2
367,2005,Hispanic,4
367,2005,White,13
367,2006,Black,2
367,2006,Hispanic,2
367,2006,White,5
367,2007,Hispanic,1
367,2007,White,3
367,2008,Asian/Pacific,1
367,2008,Hispanic,3
367,2008,White,8
367,2009,Hispanic,1
367,2009,White,8
367,2010,Hispanic,1
367,2010,White,4
367,2011,White,3
367,2012,Asian/Pacific,1
367,2012,Black,2
367,2012,Hispanic,2
367,2013,Asian/Pacific,1
367,2013,Hispanic,2
367,2013,White,5
367,2014,Hispanic,1
367,2014,White,4
367,2015,Black,1
367,2015,White,2
367,2016,Black,1
367,2017,Hispanic,3
367,2017,White,1
368,1987,White,1
368,1988,White,7
368,1989,White,3
368,1990,White,1
368,1991,White,7
368,1992,White,8
368,1993,White,5
368,1994,Black,1
368,1994,Hispanic,1
368,1994,White,12
368,1995,Black,1
368,1995,Hispanic,2
368,1995,White,20
368,1996,Hispanic,3
368,1996,White,18
368,1997,Hispanic,6
368,1997,White,28
368,1998,Black,2
368,1998,Hispanic,1
368,1998,White,10
368,1999,Black,3
368,1999,White,8
368,2000,White,20
368,2001,Hispanic,3
368,2001,White,16
368,2002,Hispanic,3
368,2002,White,9
368,2003,White,4
368,2004,Black,1
368,2004,Hispanic,1
368,2004,White,3
368,2005,Black,1
368,2005,Hispanic,5
368,2005,White,10
368,2006,Black,1
368,2006,Hispanic,2
368,2006,White,2
368,2007,Black,1
368,2007,Hispanic,3
368,2007,White,11
368,2008,White,4
368,2009,White,3
368,2010,White,3
368,2011,White,1
368,2012,Asian/Pacific,1
368,2012,Hispanic,3
368,2012,White,2
368,2013,Hispanic,4
368,2013,White,2
368,2014,Black,3
368,2014,Hispanic,2
368,2014,White,11
368,2015,Hispanic,1
368,2015,White,4
368,2016,Black,1
368,2016,Hispanic,2
368,2017,Black,1
368,2017,Hispanic,2
368,2017,White,5
369,1919,White,6
369,1981,White,3
369,1982,Hispanic,1
369,1982,White,1
369,1984,Hispanic,1
369,1984,White,1
369,1985,White,9
369,1986,White,8
369,1987,White,6
369,1988,White,1
369,1989,Black,6
369,1989,Hispanic,5
369,1989,White,31
369,1990,Asian/Pacific,1
369,1990,Black,4
369,1990,Hispanic,7
369,1990,White,46
369,1991,Asian/Pacific,1
369,1991,Black,6
369,1991,Hispanic,11
369,1991,White,110
369,1992,Asian/Pacific,1
369,1992,Black,10
369,1992,Hispanic,19
369,1992,White,130
369,1993,Asian/Pacific,1
369,1993,Black,14
369,1993,Hispanic,11
369,1993,White,155
369,1994,Black,6
369,1994,Hispanic,19
369,1994,White,138
369,1995,Asian/Pacific,1
369,1995,Black,7
369,1995,Hispanic,22
369,1995,White,116
369,1996,Black,16
369,1996,Hispanic,30
369,1996,Native American/Alaskan Native,1
369,1996,White,151
369,1997,Asian/Pacific,3
369,1997,Black,7
369,1997,Hispanic,34
369,1997,White,148
369,1998,Asian/Pacific,3
369,1998,Black,7
369,1998,Hispanic,22
369,1998,Native American/Alaskan Native,1
369,1998,White,131
369,1999,Asian/Pacific,4
369,1999,Black,10
369,1999,Hispanic,22
369,1999,Native American/Alaskan Native,1
369,1999,White,95
369,2000,Asian/Pacific,2
369,2000,Black,12
369,2000,Hispanic,45
369,2000,Native American/Alaskan Native,1
369,2000,White,199
369,2001,Asian/Pacific,1
369,2001,Black,20
369,2001,Hispanic,28
369,2001,White,118
369,2002,Asian/Pacific,3
369,2002,Black,7
369,2002,Hispanic,22
369,2002,White,109
369,2003,Asian/Pacific,3
369,2003,Black,12
369,2003,Hispanic,21
369,2003,White,92
369,2004,Asian/Pacific,7
369,2004,Black,6
369,2004,Hispanic,16
369,2004,White,79
369,2005,Asian/Pacific,1
369,2005,Black,5
369,2005,Hispanic,16
369,2005,White,60
369,2006,Asian/Pacific,4
369,2006,Black,3
369,2006,Hispanic,16
369,2006,White,67
369,2007,Asian/Pacific,4
369,2007,Black,3
369,2007,Hispanic,14
369,2007,White,95
369,2008,Asian/Pacific,3
369,2008,Black,8
369,2008,Hispanic,14
369,2008,White,91
369,2009,Asian/Pacific,10
369,2009,Black,6
369,2009,Hispanic,29
369,2009,White,82
369,2010,Asian/Pacific,2
369,2010,Black,7
369,2010,Hispanic,22
369,2010,White,67
369,2011,Asian/Pacific,7
369,2011,Hispanic,17
369,2011,Native American/Alaskan Native,1
369,2011,White,71
369,2012,Asian/Pacific,7
369,2012,Black,4
369,2012,Hispanic,13
369,2012,White,42
369,2013,Asian/Pacific,3
369,2013,Black,7
369,2013,Hispanic,12
369,2013,White,46
369,2014,Asian/Pacific,2
369,2014,Black,5
369,2014,Hispanic,13
369,2014,White,61
369,2015,Asian/Pacific,4
369,2015,Black,3
369,2015,Hispanic,11
369,2015,White,46
369,2016,Asian/Pacific,1
369,2016,Black,2
369,2016,Hispanic,7
369,2016,White,20
369,2017,Black,2
369,2017,Hispanic,7
369,2017,White,22
369,2018,Hispanic,2
369,2018,White,3
370,1967,White,1
370,1981,White,1
370,1982,White,1
370,1983,Black,3
370,1983,White,2
370,1984,Black,4
370,1984,Hispanic,2
370,1984,White,14
370,1985,Black,1
370,1985,White,9
370,1986,Black,3
370,1986,Hispanic,3
370,1986,White,11
370,1987,Black,6
370,1987,Hispanic,2
370,1987,White,24
370,1988,Black,7
370,1988,White,7
370,1989,Black,54
370,1989,Hispanic,8
370,1989,White,95
370,1990,Asian/Pacific,1
370,1990,Black,35
370,1990,Hispanic,12
370,1990,White,81
370,1991,Asian/Pacific,4
370,1991,Black,132
370,1991,Hispanic,40
370,1991,White,311
370,1992,Asian/Pacific,5
370,1992,Black,132
370,1992,Hispanic,30
370,1992,White,227
370,1993,Asian/Pacific,4
370,1993,Black,125
370,1993,Hispanic,24
370,1993,Native American/Alaskan Native,1
370,1993,White,286
370,1994,Asian/Pacific,3
370,1994,Black,170
370,1994,Hispanic,40
370,1994,White,281
370,1995,Asian/Pacific,4
370,1995,Black,169
370,1995,Hispanic,61
370,1995,White,324
370,1996,Asian/Pacific,11
370,1996,Black,179
370,1996,Hispanic,51
370,1996,Native American/Alaskan Native,3
370,1996,White,377
370,1997,Asian/Pacific,4
370,1997,Black,172
370,1997,Hispanic,62
370,1997,White,290
370,1998,Asian/Pacific,5
370,1998,Black,94
370,1998,Hispanic,54
370,1998,Native American/Alaskan Native,1
370,1998,White,255
370,1999,Asian/Pacific,7
370,1999,Black,83
370,1999,Hispanic,66
370,1999,White,200
370,2000,Asian/Pacific,11
370,2000,Black,148
370,2000,Hispanic,96
370,2000,Native American/Alaskan Native,2
370,2000,White,395
370,2001,Asian/Pacific,21
370,2001,Black,85
370,2001,Hispanic,56
370,2001,Native American/Alaskan Native,1
370,2001,White,215
370,2002,Asian/Pacific,12
370,2002,Black,55
370,2002,Hispanic,38
370,2002,Native American/Alaskan Native,1
370,2002,White,300
370,2003,Asian/Pacific,8
370,2003,Black,79
370,2003,Hispanic,41
370,2003,White,215
370,2004,Asian/Pacific,12
370,2004,Black,51
370,2004,Hispanic,60
370,2004,Native American/Alaskan Native,4
370,2004,White,228
370,2005,Asian/Pacific,3
370,2005,Black,47
370,2005,Hispanic,39
370,2005,White,151
370,2006,Asian/Pacific,6
370,2006,Black,45
370,2006,Hispanic,68
370,2006,White,235
370,2007,Asian/Pacific,14
370,2007,Black,62
370,2007,Hispanic,75
370,2007,Native American/Alaskan Native,1
370,2007,White,237
370,2008,Asian/Pacific,4
370,2008,Black,60
370,2008,Hispanic,35
370,2008,Native American/Alaskan Native,1
370,2008,White,211
370,2009,Asian/Pacific,10
370,2009,Black,63
370,2009,Hispanic,74
370,2009,Native American/Alaskan Native,2
370,2009,White,188
370,2010,Asian/Pacific,8
370,2010,Black,66
370,2010,Hispanic,60
370,2010,White,178
370,2011,Asian/Pacific,4
370,2011,Black,43
370,2011,Hispanic,47
370,2011,Native American/Alaskan Native,2
370,2011,White,143
370,2012,Asian/Pacific,8
370,2012,Black,29
370,2012,Hispanic,41
370,2012,Native American/Alaskan Native,1
370,2012,White,126
370,2013,Asian/Pacific,9
370,2013,Black,33
370,2013,Hispanic,56
370,2013,White,141
370,2014,Asian/Pacific,2
370,2014,Black,23
370,2014,Hispanic,55
370,2014,White,133
370,2015,Asian/Pacific,11
370,2015,Black,22
370,2015,Hispanic,46
370,2015,Native American/Alaskan Native,1
370,2015,White,133
370,2016,Asian/Pacific,8
370,2016,Black,14
370,2016,Hispanic,38
370,2016,White,85
370,2017,Asian/Pacific,7
370,2017,Black,16
370,2017,Hispanic,30
370,2017,Unknown,1
370,2017,White,63
370,2018,Black,4
370,2018,Hispanic,6
370,2018,White,5
371,1981,White,3
371,1988,White,3
371,1989,White,2
371,1990,Black,1
371,1990,Hispanic,5
371,1990,White,4
371,1991,Black,1
371,1991,Hispanic,7
371,1991,White,15
371,1992,Asian/Pacific,1
371,1992,Hispanic,3
371,1992,White,10
371,1993,Black,1
371,1993,Hispanic,10
371,1993,White,7
371,1994,Black,1
371,1994,Hispanic,6
371,1994,White,7
371,1995,Black,9
371,1995,Hispanic,11
371,1995,White,19
371,1996,Black,1
371,1996,Hispanic,5
371,1996,White,8
371,1997,Hispanic,17
371,1997,White,8
371,1998,Asian/Pacific,1
371,1998,Black,2
371,1998,Hispanic,12
371,1998,White,16
371,1999,Hispanic,3
371,1999,White,3
371,2000,Black,2
371,2000,Hispanic,34
371,2000,White,19
371,2001,Hispanic,7
371,2001,White,8
371,2002,Hispanic,7
371,2002,White,3
371,2003,Hispanic,3
371,2003,White,1
371,2004,Black,1
371,2004,Hispanic,5
371,2004,White,2
371,2005,Hispanic,4
371,2005,White,5
371,2006,Hispanic,5
371,2006,White,3
371,2007,Hispanic,3
371,2007,White,7
371,2008,Asian/Pacific,2
371,2008,Black,1
371,2008,Hispanic,3
371,2008,White,11
371,2009,Hispanic,3
371,2009,White,1
371,2010,Black,1
371,2010,Hispanic,4
371,2011,Hispanic,5
371,2011,White,4
371,2012,Black,1
371,2012,Hispanic,1
371,2012,White,1
371,2013,Black,3
371,2013,White,4
371,2014,Hispanic,1
371,2014,White,1
371,2015,Black,1
371,2015,Hispanic,5
371,2015,White,2
371,2017,Black,2
371,2017,Hispanic,3
372,1980,Black,3
372,1982,White,2
372,1984,White,1
372,1985,White,3
372,1986,White,3
372,1987,Asian/Pacific,1
372,1987,Black,1
372,1987,Hispanic,1
372,1987,White,6
372,1988,White,3
372,1989,Black,3
372,1990,Black,1
372,1990,Hispanic,1
372,1990,White,10
372,1991,Asian/Pacific,1
372,1991,Black,3
372,1991,Hispanic,4
372,1991,White,34
372,1992,Black,5
372,1992,Hispanic,3
372,1992,White,26
372,1993,Asian/Pacific,1
372,1993,Black,7
372,1993,Hispanic,6
372,1993,White,29
372,1994,Asian/Pacific,1
372,1994,Black,5
372,1994,Hispanic,2
372,1994,White,32
372,1995,Black,10
372,1995,Hispanic,2
372,1995,White,20
372,1996,Asian/Pacific,2
372,1996,Black,8
372,1996,Hispanic,3
372,1996,Native American/Alaskan Native,2
372,1996,White,22
372,1997,Black,3
372,1997,Hispanic,2
372,1997,Native American/Alaskan Native,1
372,1997,White,23
372,1998,Black,4
372,1998,Hispanic,5
372,1998,White,26
372,1999,Asian/Pacific,1
372,1999,Black,4
372,1999,Hispanic,5
372,1999,White,29
372,2000,Black,16
372,2000,Hispanic,7
372,2000,White,56
372,2001,Asian/Pacific,1
372,2001,Black,6
372,2001,Hispanic,4
372,2001,White,35
372,2002,Asian/Pacific,1
372,2002,Black,10
372,2002,Hispanic,7
372,2002,White,41
372,2003,Black,11
372,2003,Hispanic,1
372,2003,White,14
372,2004,Asian/Pacific,1
372,2004,Black,5
372,2004,White,7
372,2005,Black,3
372,2005,Hispanic,2
372,2005,White,21
