area_id,alleg_year,officer_race,count
61,2017,Hispanic,1
61,2017,White,1
61,2018,Hispanic,1
62,1981,White,3
62,1985,Hispanic,1
62,1985,White,3
62,1989,Black,1
62,1989,Hispanic,1
62,1989,White,2
62,1990,Black,2
62,1990,Hispanic,7
62,1990,White,7
62,1991,Black,1
62,1991,Hispanic,5
62,1991,White,15
62,1992,Asian/Pacific,1
62,1992,Hispanic,5
62,1992,White,13
62,1993,Asian/Pacific,1
62,1993,Black,3
62,1993,Hispanic,16
62,1993,White,12
62,1994,Black,1
62,1994,Hispanic,8
62,1994,White,8
62,1995,Black,10
62,1995,Hispanic,7
62,1995,Native American/Alaskan Native,1
62,1995,White,25
62,1996,Hispanic,8
62,1996,White,8
62,1997,Black,1
62,1997,Hispanic,15
62,1997,White,12
62,1998,Black,2
62,1998,Hispanic,8
62,1998,White,6
62,1999,Hispanic,6
62,1999,White,4
62,2000,Black,2
62,2000,Hispanic,20
62,2000,White,18
62,2001,Asian/Pacific,1
62,2001,Hispanic,10
62,2001,White,12
62,2002,Black,1
62,2002,Hispanic,3
62,2002,White,1
62,2003,Asian/Pacific,1
62,2003,Hispanic,5
62,2003,White,1
62,2004,Black,1
62,2004,Hispanic,4
62,2004,White,2
62,2005,Hispanic,2
62,2006,Hispanic,4
62,2006,White,3
62,2007,Hispanic,4
62,2007,White,7
62,2008,Asian/Pacific,1
62,2008,Black,1
62,2008,Hispanic,4
62,2008,White,18
62,2009,Hispanic,3
62,2009,White,1
62,2010,Black,1
62,2011,Hispanic,3
62,2011,White,3
62,2012,Black,1
62,2012,Hispanic,1
62,2013,Black,3
62,2013,White,4
62,2014,Hispanic,1
62,2014,White,1
62,2015,Black,1
62,2015,Hispanic,3
62,2015,White,2
62,2017,Black,2
62,2017,Hispanic,2
63,1982,Black,3
63,1982,White,3
63,1986,White,1
63,1988,Black,1
63,1988,White,7
63,1989,Black,3
63,1989,Hispanic,5
63,1989,White,10
63,1990,Black,1
63,1990,Hispanic,3
63,1990,White,3
63,1991,Black,1
63,1991,Hispanic,13
63,1991,White,14
63,1992,Black,1
63,1992,Hispanic,7
63,1992,White,5
63,1993,Hispanic,11
63,1993,White,7
63,1994,Hispanic,13
63,1994,Unknown,1
63,1994,White,6
63,1995,Black,5
63,1995,Hispanic,9
63,1995,White,15
63,1996,Black,2
63,1996,Hispanic,11
63,1996,White,23
63,1997,Asian/Pacific,1
63,1997,Black,5
63,1997,Hispanic,17
63,1997,White,10
63,1998,Asian/Pacific,2
63,1998,Black,2
63,1998,Hispanic,16
63,1998,White,29
63,1999,Black,4
63,1999,Hispanic,18
63,1999,White,8
63,2000,Asian/Pacific,1
63,2000,Black,3
63,2000,Hispanic,33
63,2000,White,35
63,2001,Asian/Pacific,6
63,2001,Black,9
63,2001,Hispanic,15
63,2001,White,18
63,2002,Asian/Pacific,2
63,2002,Black,4
63,2002,Hispanic,15
63,2002,White,19
63,2003,Asian/Pacific,3
63,2003,Black,2
63,2003,Hispanic,19
63,2003,White,19
63,2004,Asian/Pacific,3
63,2004,Black,1
63,2004,Hispanic,9
63,2004,White,12
63,2005,Asian/Pacific,1
63,2005,Hispanic,8
63,2005,White,10
63,2006,Asian/Pacific,3
63,2006,Black,3
63,2006,Hispanic,10
63,2006,White,4
63,2007,Hispanic,1
63,2007,White,14
63,2008,Asian/Pacific,3
63,2008,Hispanic,6
63,2008,White,3
63,2009,Asian/Pacific,1
63,2009,Hispanic,4
63,2009,White,6
63,2010,Black,4
63,2010,Hispanic,10
63,2010,White,3
63,2011,Hispanic,8
63,2011,White,3
63,2012,Black,1
63,2012,Hispanic,6
63,2012,White,3
63,2013,Black,2
63,2013,Hispanic,3
63,2013,White,7
63,2014,Black,1
63,2014,Hispanic,3
63,2014,White,4
63,2015,Black,1
63,2015,Hispanic,3
63,2015,White,3
63,2016,Hispanic,1
63,2017,Asian/Pacific,1
63,2017,Hispanic,5
64,1982,White,1
64,1984,White,3
64,1986,White,8
64,1987,Black,1
64,1989,Black,1
64,1989,Hispanic,1
64,1989,White,3
64,1990,Black,5
64,1990,Hispanic,1
64,1990,White,6
64,1991,Black,12
64,1991,Hispanic,4
64,1991,White,21
64,1992,Asian/Pacific,1
64,1992,Black,13
64,1992,Hispanic,4
64,1992,White,12
64,1993,Asian/Pacific,1
64,1993,Black,4
64,1993,Hispanic,3
64,1993,White,12
64,1994,Asian/Pacific,1
64,1994,Black,13
64,1994,Hispanic,8
64,1994,Native American/Alaskan Native,1
64,1994,White,28
64,1995,Asian/Pacific,1
64,1995,Black,13
64,1995,Hispanic,9
64,1995,Native American/Alaskan Native,1
64,1995,White,19
64,1996,Asian/Pacific,2
64,1996,Black,15
64,1996,Hispanic,7
64,1996,White,43
64,1997,Black,4
64,1997,Hispanic,7
64,1997,White,19
64,1998,Asian/Pacific,3
64,1998,Black,6
64,1998,Hispanic,13
64,1998,Native American/Alaskan Native,1
64,1998,White,20
64,1999,Asian/Pacific,1
64,1999,Black,8
64,1999,Hispanic,18
64,1999,White,41
64,2000,Asian/Pacific,2
64,2000,Black,5
64,2000,Hispanic,24
64,2000,Native American/Alaskan Native,1
64,2000,White,53
64,2001,Black,9
64,2001,Hispanic,12
64,2001,White,22
64,2002,Black,2
64,2002,Hispanic,5
64,2002,White,41
64,2003,Asian/Pacific,2
64,2003,Black,4
64,2003,Hispanic,4
64,2003,White,32
64,2004,Asian/Pacific,3
64,2004,Black,4
64,2004,Hispanic,12
64,2004,White,23
64,2005,Hispanic,2
64,2005,White,9
64,2006,Black,4
64,2006,Hispanic,7
64,2006,White,25
64,2007,Black,1
64,2007,Hispanic,3
64,2007,White,19
64,2008,Black,2
64,2008,Hispanic,9
64,2008,White,8
64,2009,Asian/Pacific,3
64,2009,Black,3
64,2009,Hispanic,4
64,2009,White,20
64,2010,Asian/Pacific,1
64,2010,Black,3
64,2010,Hispanic,6
64,2010,White,12
64,2011,Black,6
64,2011,Hispanic,7
64,2011,White,11
64,2012,Black,2
64,2012,Hispanic,7
64,2012,White,9
64,2013,Asian/Pacific,1
64,2013,Black,1
64,2013,Hispanic,7
64,2013,White,7
64,2014,Asian/Pacific,3
64,2014,Hispanic,2
64,2014,White,9
64,2015,Asian/Pacific,1
64,2015,Black,2
64,2015,Hispanic,7
64,2015,White,11
64,2016,Black,2
64,2016,Hispanic,1
64,2016,White,3
64,2017,Asian/Pacific,1
64,2017,Black,3
64,2017,Hispanic,13
64,2017,White,23
64,2018,Hispanic,3
64,2018,White,1
65,1986,White,1
65,1987,Hispanic,1
65,1987,White,3
65,1988,Hispanic,1
65,1988,White,1
65,1989,Black,7
65,1989,Hispanic,1
65,1989,White,5
65,1990,Black,11
65,1990,Hispanic,1
65,1990,White,20
65,1991,Black,14
65,1991,White,19
65,1992,Black,24
65,1992,Hispanic,8
65,1992,White,28
65,1993,Black,17
65,1993,Hispanic,6
65,1993,White,32
65,1994,Asian/Pacific,1
65,1994,Black,8
65,1994,Hispanic,22
65,1994,White,44
65,1995,Asian/Pacific,1
65,1995,Black,13
65,1995,Hispanic,8
65,1995,White,36
65,1996,Black,29
65,1996,Hispanic,16
65,1996,White,57
65,1997,Asian/Pacific,2
65,1997,Black,28
65,1997,Hispanic,25
65,1997,Native American/Alaskan Native,1
65,1997,White,73
65,1998,Asian/Pacific,4
65,1998,Black,14
65,1998,Hispanic,15
65,1998,White,53
65,1999,Black,12
65,1999,Hispanic,14
65,1999,White,41
65,2000,Asian/Pacific,2
65,2000,Black,13
65,2000,Hispanic,19
65,2000,White,60
65,2001,Asian/Pacific,2
65,2001,Black,14
65,2001,Hispanic,17
65,2001,White,45
65,2002,Asian/Pacific,3
65,2002,Black,10
65,2002,Hispanic,23
65,2002,White,62
65,2003,Asian/Pacific,3
65,2003,Black,10
65,2003,Hispanic,10
65,2003,White,37
65,2004,Asian/Pacific,2
65,2004,Black,6
65,2004,Hispanic,10
65,2004,White,30
65,2005,Black,7
65,2005,Hispanic,4
65,2005,White,18
65,2006,Asian/Pacific,1
65,2006,Black,3
65,2006,Hispanic,8
65,2006,Native American/Alaskan Native,2
65,2006,White,41
65,2007,Black,5
65,2007,Hispanic,11
65,2007,White,35
65,2008,Asian/Pacific,1
65,2008,Black,1
65,2008,Hispanic,15
65,2008,White,6
65,2009,Asian/Pacific,1
65,2009,Black,3
65,2009,Hispanic,10
65,2009,White,24
65,2010,Asian/Pacific,1
65,2010,Black,3
65,2010,Hispanic,9
65,2010,White,13
65,2011,Black,4
65,2011,Hispanic,6
65,2011,Native American/Alaskan Native,1
65,2011,White,10
65,2012,Asian/Pacific,1
65,2012,Black,3
65,2012,Hispanic,4
65,2012,White,11
65,2013,Black,1
65,2013,Hispanic,7
65,2013,White,10
65,2014,Black,3
65,2014,Hispanic,9
65,2014,White,19
65,2015,Black,1
65,2015,Hispanic,7
65,2015,White,10
65,2016,Asian/Pacific,1
65,2016,Black,5
65,2016,Hispanic,7
65,2016,White,29
65,2017,Black,1
65,2017,Hispanic,3
65,2017,White,5
65,2018,Hispanic,2
65,2018,White,4
66,1982,White,1
66,1989,Asian/Pacific,1
66,1989,Hispanic,2
66,1989,White,5
66,1990,Black,11
66,1990,Hispanic,2
66,1990,White,3
66,1991,Black,15
66,1991,Hispanic,7
66,1991,White,29
66,1992,Asian/Pacific,1
66,1992,Black,12
66,1992,Hispanic,6
66,1992,White,12
66,1993,Black,19
66,1993,Hispanic,6
66,1993,White,14
66,1994,Black,6
66,1994,Hispanic,3
66,1994,White,18
66,1995,Black,4
66,1995,Hispanic,3
66,1995,White,21
66,1996,Asian/Pacific,1
66,1996,Black,9
66,1996,Hispanic,3
66,1996,White,21
66,1997,Asian/Pacific,1
66,1997,Black,9
66,1997,Hispanic,11
66,1997,White,33
66,1998,Black,9
66,1998,Hispanic,8
66,1998,White,29
66,1999,Black,9
66,1999,Hispanic,9
66,1999,White,47
66,2000,Asian/Pacific,4
66,2000,Black,3
66,2000,Hispanic,11
66,2000,Native American/Alaskan Native,1
66,2000,White,34
66,2001,Asian/Pacific,3
66,2001,Black,3
66,2001,Hispanic,9
66,2001,White,23
66,2002,Asian/Pacific,2
66,2002,Black,6
66,2002,Hispanic,10
66,2002,White,26
66,2003,Black,15
66,2003,Hispanic,4
66,2003,Native American/Alaskan Native,1
66,2003,White,22
66,2004,Black,10
66,2004,Hispanic,4
66,2004,White,10
66,2005,Black,6
66,2005,Hispanic,2
66,2005,White,15
66,2006,Asian/Pacific,1
66,2006,Black,3
66,2006,Hispanic,3
66,2006,White,14
66,2007,Asian/Pacific,1
66,2007,Black,6
66,2007,Hispanic,14
66,2007,White,13
66,2008,Black,4
66,2008,Hispanic,2
66,2008,Native American/Alaskan Native,1
66,2008,White,14
66,2009,Asian/Pacific,5
66,2009,Black,9
66,2009,Hispanic,16
66,2009,White,22
66,2010,Asian/Pacific,1
66,2010,Black,4
66,2010,Hispanic,2
66,2010,White,19
66,2011,Asian/Pacific,1
66,2011,Hispanic,1
66,2011,White,3
66,2012,Black,1
66,2012,Hispanic,4
66,2012,White,7
66,2013,Asian/Pacific,1
66,2013,Black,4
66,2013,Hispanic,9
66,2013,White,15
66,2014,Black,1
66,2014,Hispanic,4
66,2014,White,32
66,2015,Hispanic,4
66,2015,White,6
66,2016,Black,1
66,2016,Hispanic,2
66,2016,White,5
66,2017,Black,2
66,2017,White,2
67,1985,White,6
67,1989,Black,8
67,1989,Hispanic,1
67,1989,White,24
67,1990,Black,4
67,1990,White,13
67,1991,Black,18
67,1991,Hispanic,2
67,1991,White,23
67,1992,Black,10
67,1992,Hispanic,1
67,1992,White,18
67,1993,Black,17
67,1993,Hispanic,5
67,1993,White,30
67,1994,Black,26
67,1994,Hispanic,6
67,1994,White,28
67,1995,Black,20
67,1995,Hispanic,7
67,1995,White,30
67,1996,Asian/Pacific,2
67,1996,Black,21
67,1996,Hispanic,5
67,1996,White,32
67,1997,Black,16
67,1997,Hispanic,2
67,1997,White,28
67,1998,Asian/Pacific,1
67,1998,Black,15
67,1998,Hispanic,2
67,1998,Native American/Alaskan Native,1
67,1998,White,27
67,1999,Black,1
67,1999,Hispanic,3
67,1999,White,13
67,2000,Asian/Pacific,4
67,2000,Black,17
67,2000,Hispanic,16
67,2000,White,40
67,2001,Asian/Pacific,4
67,2001,Black,6
67,2001,Hispanic,6
67,2001,White,20
67,2002,Asian/Pacific,1
67,2002,Black,4
67,2002,Hispanic,5
67,2002,White,43
67,2003,Asian/Pacific,1
67,2003,Black,5
67,2003,Hispanic,3
67,2003,White,17
67,2004,Asian/Pacific,1
67,2004,Black,3
67,2004,Hispanic,13
67,2004,White,16
67,2005,Black,4
67,2005,Hispanic,4
67,2005,White,19
67,2006,Black,8
67,2006,Hispanic,19
67,2006,White,37
67,2007,Asian/Pacific,1
67,2007,Black,1
67,2007,Hispanic,5
67,2007,Native American/Alaskan Native,1
67,2007,White,24
67,2008,Black,2
67,2008,Hispanic,8
67,2008,Native American/Alaskan Native,1
67,2008,White,22
67,2009,Asian/Pacific,1
67,2009,Hispanic,8
67,2009,White,18
67,2010,Asian/Pacific,1
67,2010,Black,7
67,2010,Hispanic,4
67,2010,White,15
67,2011,Black,4
67,2011,Hispanic,4
67,2011,Native American/Alaskan Native,1
67,2011,White,20
67,2012,Hispanic,2
67,2012,White,8
67,2013,Black,2
67,2013,Hispanic,6
67,2013,White,9
67,2014,Black,1
67,2014,Hispanic,9
67,2014,White,11
67,2015,Black,1
67,2015,White,6
67,2016,Black,1
67,2016,Hispanic,2
67,2016,White,13
67,2017,Black,1
67,2017,Hispanic,1
67,2017,White,4
68,1981,White,1
68,1983,White,1
68,1984,Black,1
68,1984,White,1
68,1986,White,5
68,1987,White,6
68,1988,Black,1
68,1989,Black,6
68,1989,White,6
68,1990,Black,2
68,1990,Hispanic,1
68,1990,White,6
68,1991,Black,11
68,1991,Hispanic,6
68,1991,White,25
68,1992,Black,12
68,1992,Hispanic,1
68,1992,White,23
68,1993,Black,9
68,1993,Hispanic,1
68,1993,White,34
68,1994,Black,20
68,1994,Hispanic,1
68,1994,White,21
68,1995,Black,21
68,1995,Hispanic,4
68,1995,White,26
68,1996,Asian/Pacific,2
68,1996,Black,22
68,1996,Hispanic,7
68,1996,White,38
68,1997,Asian/Pacific,1
68,1997,Black,41
68,1997,Hispanic,5
68,1997,White,46
68,1998,Black,19
68,1998,Hispanic,8
68,1998,White,38
68,1999,Asian/Pacific,1
68,1999,Black,19
68,1999,Hispanic,5
68,1999,White,23
68,2000,Black,41
68,2000,Hispanic,9
68,2000,White,49
68,2001,Asian/Pacific,4
68,2001,Black,23
68,2001,Hispanic,18
68,2001,White,43
68,2002,Asian/Pacific,3
68,2002,Black,12
68,2002,Hispanic,8
68,2002,White,38
68,2003,Asian/Pacific,1
68,2003,Black,17
68,2003,Hispanic,11
68,2003,White,27
68,2004,Asian/Pacific,4
68,2004,Black,15
68,2004,Hispanic,12
68,2004,White,46
68,2005,Black,8
68,2005,Hispanic,4
68,2005,White,19
68,2006,Black,2
68,2006,Hispanic,4
68,2006,White,14
68,2007,Black,6
68,2007,Hispanic,10
68,2007,White,31
68,2008,Asian/Pacific,1
68,2008,Black,3
68,2008,Hispanic,4
68,2008,White,20
68,2009,Black,7
68,2009,Hispanic,9
68,2009,Native American/Alaskan Native,1
68,2009,White,30
68,2010,Asian/Pacific,1
68,2010,Black,1
68,2010,Hispanic,7
68,2010,White,7
68,2011,Black,7
68,2011,Hispanic,1
68,2011,White,12
68,2012,Black,2
68,2012,Hispanic,2
68,2012,White,12
68,2013,Black,2
68,2013,Hispanic,1
68,2013,White,8
68,2014,Hispanic,5
68,2014,White,7
68,2015,Hispanic,3
68,2015,White,10
68,2016,Asian/Pacific,3
68,2016,Black,1
68,2016,Hispanic,3
68,2016,White,5
68,2017,White,8
68,2018,Hispanic,1
68,2018,White,1
69,1983,Black,2
69,1984,Black,1
69,1985,White,2
69,1989,Black,2
69,1989,White,5
69,1990,Black,3
69,1990,White,5
69,1991,Black,3
69,1991,Hispanic,1
69,1991,White,19
69,1992,Asian/Pacific,1
69,1992,Black,13
69,1992,Hispanic,2
69,1992,White,9
69,1993,Asian/Pacific,1
69,1993,Black,9
69,1993,Hispanic,1
69,1993,White,26
69,1994,Asian/Pacific,1
69,1994,Black,21
69,1994,Hispanic,6
69,1994,White,44
69,1995,Black,9
69,1995,Hispanic,3
69,1995,White,34
69,1996,Black,12
69,1996,Hispanic,5
69,1996,Native American/Alaskan Native,1
69,1996,White,45
69,1997,Black,14
69,1997,Hispanic,1
69,1997,White,7
69,1998,Black,4
69,1998,Hispanic,5
69,1998,White,13
69,1999,Black,9
69,1999,Hispanic,1
69,1999,White,19
69,2000,Black,5
69,2000,Hispanic,3
69,2000,White,12
69,2001,Asian/Pacific,4
69,2001,Black,6
69,2001,Hispanic,4
69,2001,White,15
69,2002,Asian/Pacific,2
69,2002,Black,4
69,2002,Hispanic,4
69,2002,White,19
69,2003,Black,5
69,2003,White,12
69,2004,Black,3
69,2004,Hispanic,3
69,2004,White,9
69,2005,Black,9
69,2005,Hispanic,1
69,2005,White,14
69,2006,Black,4
69,2006,Hispanic,1
69,2006,White,28
69,2007,Asian/Pacific,1
69,2007,Black,4
69,2007,Hispanic,4
69,2007,White,20
69,2008,Asian/Pacific,1
69,2008,Black,4
69,2008,Hispanic,4
69,2008,White,18
69,2009,Black,1
69,2009,Hispanic,8
69,2009,White,19
69,2010,Asian/Pacific,1
69,2010,Black,1
69,2010,Hispanic,1
69,2010,White,13
69,2011,Black,3
69,2011,Hispanic,6
69,2011,White,5
69,2012,Asian/Pacific,1
69,2012,Black,7
69,2012,Hispanic,8
69,2012,White,10
69,2013,Black,2
69,2013,Hispanic,9
69,2013,White,9
69,2014,Black,5
69,2014,White,3
69,2015,Black,1
69,2015,White,4
69,2017,Asian/Pacific,4
69,2017,Hispanic,2
69,2017,White,8
70,1983,White,5
70,1984,White,6
70,1985,White,3
70,1986,White,4
70,1987,Black,1
70,1988,White,5
70,1989,Black,1
70,1989,Hispanic,1
70,1989,White,11
70,1990,Asian/Pacific,1
70,1990,Black,1
70,1990,Hispanic,2
70,1990,White,11
70,1991,Black,5
70,1991,Hispanic,1
70,1991,White,23
70,1992,Black,5
70,1992,White,14
70,1993,Black,8
70,1993,Unknown,2
70,1993,White,14
70,1994,Asian/Pacific,1
70,1994,Black,9
70,1994,White,21
70,1995,Black,3
70,1995,Hispanic,1
70,1995,Unknown,1
70,1995,White,11
70,1996,Black,4
70,1996,Hispanic,1
70,1996,White,9
70,1997,Asian/Pacific,1
70,1997,Black,3
70,1997,Hispanic,1
70,1997,White,20
70,1998,Black,6
70,1998,Hispanic,2
70,1998,White,10
70,1999,Black,10
70,1999,Hispanic,3
70,1999,White,18
70,2000,Asian/Pacific,3
70,2000,Black,7
70,2000,Hispanic,6
70,2000,White,16
70,2001,Asian/Pacific,2
70,2001,Black,5
70,2001,Hispanic,5
70,2001,White,15
70,2002,Black,2
70,2002,Hispanic,1
70,2002,White,10
70,2003,Black,1
70,2003,Hispanic,1
70,2003,White,11
70,2004,Black,2
70,2004,Hispanic,3
70,2004,Native American/Alaskan Native,1
70,2004,White,16
70,2005,Asian/Pacific,1
70,2005,Black,1
70,2005,White,18
70,2006,Black,1
70,2006,Hispanic,2
70,2006,White,10
70,2007,Asian/Pacific,2
70,2007,Black,1
70,2007,Hispanic,1
70,2007,White,4
70,2008,Asian/Pacific,1
70,2008,Black,7
70,2008,White,8
70,2009,Asian/Pacific,1
70,2009,Black,2
70,2009,Hispanic,2
70,2009,White,6
70,2010,Black,1
70,2010,Hispanic,1
70,2010,White,4
70,2011,Black,1
70,2011,White,9
70,2012,Black,1
70,2012,Hispanic,5
70,2012,Native American/Alaskan Native,1
70,2012,White,10
70,2013,Black,7
70,2013,White,1
70,2014,White,7
70,2015,Asian/Pacific,1
70,2015,Black,4
70,2015,Hispanic,1
70,2015,White,4
70,2016,Black,3
70,2016,Hispanic,1
70,2016,White,5
70,2017,Hispanic,3
70,2017,White,7
70,2018,Hispanic,5
70,2018,White,5
71,1981,White,1
71,1983,White,2
71,1984,Black,1
71,1984,White,2
71,1986,White,3
71,1987,White,1
71,1988,Black,1
71,1988,White,4
71,1989,Hispanic,1
71,1989,White,24
71,1990,Hispanic,1
71,1990,White,23
71,1991,Black,7
71,1991,Hispanic,8
71,1991,White,54
71,1992,Black,14
71,1992,Hispanic,9
71,1992,White,33
71,1993,Black,7
71,1993,Hispanic,2
71,1993,White,38
71,1994,Black,10
71,1994,Hispanic,7
71,1994,Unknown,1
71,1994,White,29
71,1995,Black,13
71,1995,Hispanic,9
71,1995,White,45
71,1996,Black,15
71,1996,Hispanic,2
71,1996,White,37
71,1997,Black,16
71,1997,Hispanic,10
71,1997,White,41
71,1998,Black,9
71,1998,Hispanic,7
71,1998,White,47
71,1999,Asian/Pacific,2
71,1999,Black,9
71,1999,Hispanic,4
71,1999,White,28
71,2000,Black,13
71,2000,Hispanic,17
71,2000,White,107
71,2001,Asian/Pacific,1
71,2001,Black,8
71,2001,Hispanic,4
71,2001,White,21
71,2002,Asian/Pacific,4
71,2002,Black,3
71,2002,Hispanic,7
71,2002,White,33
71,2003,Asian/Pacific,2
71,2003,Black,1
71,2003,Hispanic,3
71,2003,White,7
71,2004,Black,3
71,2004,Hispanic,3
71,2004,White,11
71,2005,Hispanic,1
71,2005,White,8
71,2006,Hispanic,2
71,2006,White,13
71,2007,Asian/Pacific,1
71,2007,Black,1
71,2007,Hispanic,2
71,2007,White,8
71,2008,Asian/Pacific,2
71,2008,Black,4
71,2008,Hispanic,4
71,2008,White,7
71,2009,Black,2
71,2009,Hispanic,5
71,2009,White,14
71,2010,Black,1
71,2010,Hispanic,4
71,2010,White,9
71,2011,Hispanic,2
71,2011,White,3
71,2012,Asian/Pacific,1
71,2012,Black,2
71,2012,Hispanic,3
71,2012,White,8
71,2013,Asian/Pacific,1
71,2013,Hispanic,2
71,2013,White,4
71,2014,Black,5
71,2014,Hispanic,4
71,2014,White,6
71,2015,Black,4
71,2015,Hispanic,1
71,2015,White,3
71,2016,Black,1
71,2016,Hispanic,2
71,2017,White,2
72,1970,White,1
72,1980,Black,1
72,1980,Hispanic,1
72,1980,White,1
72,1983,Hispanic,1
72,1983,White,11
72,1984,Native American/Alaskan Native,1
72,1984,White,8
72,1985,White,1
72,1987,White,1
72,1988,Black,1
72,1988,Hispanic,1
72,1989,Black,2
72,1989,Hispanic,2
72,1989,White,6
72,1990,Black,6
72,1990,Hispanic,1
72,1990,White,12
72,1991,Black,14
72,1991,Hispanic,2
72,1991,White,31
72,1992,Asian/Pacific,1
72,1992,Black,14
72,1992,Hispanic,3
72,1992,White,26
72,1993,Black,9
72,1993,Hispanic,5
72,1993,White,15
72,1994,Black,11
72,1994,Hispanic,2
72,1994,White,35
72,1995,Black,15
72,1995,Hispanic,2
72,1995,White,29
72,1996,Black,10
72,1996,Hispanic,1
72,1996,White,26
72,1997,Asian/Pacific,1
72,1997,Black,12
72,1997,Hispanic,10
72,1997,Native American/Alaskan Native,1
72,1997,White,36
72,1998,Black,12
72,1998,Hispanic,3
72,1998,White,9
72,1999,Asian/Pacific,2
72,1999,Black,10
72,1999,Hispanic,2
72,1999,White,24
72,2000,Asian/Pacific,4
72,2000,Black,13
72,2000,Hispanic,12
72,2000,White,46
72,2001,Asian/Pacific,12
72,2001,Black,11
72,2001,Hispanic,2
72,2001,White,26
72,2002,Asian/Pacific,1
72,2002,Black,4
72,2002,Hispanic,5
72,2002,White,23
72,2003,Asian/Pacific,3
72,2003,Black,19
72,2003,Hispanic,7
72,2003,White,24
72,2004,Asian/Pacific,1
72,2004,Black,2
72,2004,Hispanic,1
72,2004,White,12
72,2005,Asian/Pacific,1
72,2005,Black,11
72,2005,Hispanic,3
72,2005,White,22
72,2006,Black,3
72,2006,White,14
72,2007,Asian/Pacific,3
72,2007,Black,8
72,2007,Hispanic,4
72,2007,White,28
72,2008,Asian/Pacific,2
72,2008,Black,4
72,2008,Hispanic,7
72,2008,White,12
72,2009,Asian/Pacific,1
72,2009,Black,3
72,2009,Hispanic,3
72,2009,White,8
72,2010,Asian/Pacific,1
72,2010,Black,3
72,2010,Native American/Alaskan Native,1
72,2010,White,9
72,2011,Black,7
72,2011,Hispanic,4
72,2011,White,14
72,2012,Black,2
72,2012,Hispanic,1
72,2012,White,3
72,2013,Black,1
72,2013,Hispanic,2
72,2013,White,4
72,2014,Black,3
72,2014,Hispanic,1
72,2014,White,14
72,2015,Asian/Pacific,1
72,2015,Hispanic,2
72,2015,White,11
72,2016,Hispanic,2
72,2016,White,6
72,2017,Black,3
72,2017,White,2
72,2018,Hispanic,1
72,2018,White,2
73,1982,Black,1
73,1982,White,3
73,1983,White,2
73,1984,Hispanic,1
73,1984,White,1
73,1985,White,4
73,1986,White,3
73,1987,White,3
73,1988,White,2
73,1989,Black,5
73,1989,Hispanic,1
73,1989,White,16
73,1990,Black,2
73,1990,Native American/Alaskan Native,1
73,1990,White,14
73,1991,Black,130
73,1991,Hispanic,12
73,1991,Unknown,1
73,1991,White,107
73,1992,Black,9
73,1992,White,26
73,1993,Black,9
73,1993,Hispanic,2
73,1993,White,30
73,1994,Black,15
73,1994,Hispanic,3
73,1994,White,31
73,1995,Black,8
73,1995,Hispanic,3
73,1995,Unknown,1
73,1995,White,35
73,1996,Black,9
73,1996,Hispanic,3
73,1996,White,34
73,1997,Black,15
73,1997,Hispanic,3
73,1997,White,47
73,1998,Black,9
73,1998,Hispanic,2
73,1998,White,26
73,1999,Black,20
73,1999,Hispanic,3
73,1999,White,26
73,2000,Black,19
73,2000,Hispanic,9
73,2000,Native American/Alaskan Native,2
73,2000,White,66
73,2001,Black,5
73,2001,Hispanic,3
73,2001,White,21
73,2002,Black,10
73,2002,Native American/Alaskan Native,1
73,2002,White,15
73,2003,Asian/Pacific,1
73,2003,Black,10
73,2003,Hispanic,2
73,2003,White,18
73,2004,Asian/Pacific,2
73,2004,Black,4
73,2004,White,12
73,2005,Black,5
73,2005,Hispanic,1
73,2005,White,16
73,2006,Black,3
73,2006,Hispanic,4
73,2006,White,10
73,2007,Black,5
73,2007,Hispanic,5
73,2007,White,8
73,2008,Black,7
73,2008,Hispanic,4
73,2008,White,17
73,2009,Black,2
73,2009,Hispanic,2
73,2009,White,10
73,2010,Black,4
73,2010,Hispanic,2
73,2010,White,10
73,2011,Asian/Pacific,1
73,2011,Black,6
73,2011,Hispanic,1
73,2011,White,12
73,2012,Black,3
73,2012,Hispanic,3
73,2012,White,14
73,2013,Black,2
73,2013,Hispanic,4
73,2013,White,11
73,2014,Asian/Pacific,1
73,2014,Black,6
73,2014,Hispanic,4
73,2014,White,6
73,2015,Black,10
73,2015,Hispanic,5
73,2015,White,14
73,2016,Asian/Pacific,1
73,2016,Black,8
73,2016,Hispanic,8
73,2016,White,6
73,2017,Asian/Pacific,1
73,2017,Hispanic,3
73,2017,Unknown,1
73,2017,White,6
73,2018,White,2
74,1986,White,1
74,1988,Hispanic,4
74,1988,White,1
74,1989,Black,1
74,1989,White,4
74,1990,Black,2
74,1990,Hispanic,2
74,1990,White,5
74,1991,Black,2
74,1991,Hispanic,7
74,1991,White,19
74,1992,Black,4
74,1992,Hispanic,4
74,1992,White,14
74,1993,Black,4
74,1993,Hispanic,2
74,1993,White,13
74,1994,Black,2
74,1994,Hispanic,2
74,1994,White,10
74,1995,Black,4
74,1995,Hispanic,3
74,1995,White,23
74,1996,Black,3
74,1996,Hispanic,8
74,1996,White,26
74,1997,Black,1
74,1997,Hispanic,7
74,1997,White,25
74,1998,Black,2
74,1998,Hispanic,3
74,1998,White,9
74,1999,Black,6
74,1999,Hispanic,6
74,1999,White,11
74,2000,Black,4
74,2000,Hispanic,12
