Id,Block,City,Year,Latitude,Longitude,Location
119259,,,1919,41.9218811,-87.7600155,"(-87.7600155 ,41.9218811)"
121839,,,1919,41.8840362,-87.6301293,"(-87.6301293 ,41.8840362)"
122760,,,1919,41.7283281,-87.5696901,"(-87.5696901 ,41.7283281)"
132775,,,1930,41.966169,-87.728323,"(-87.728323 ,41.966169)"
136433,,,1949,41.7658778,-87.6055763,"(-87.6055763 ,41.7658778)"
140605,,,1949,41.7692341,-87.6521107,"(-87.6521107 ,41.7692341)"
141709,,,1949,41.9145329,-88.203799,"(-88.203799 ,41.9145329)"
