Id,Block,City,Year,Latitude,Longitude,Location
110740,? 0,CHICAGO ILLINOIS ,2018,41.9496461,-87.6759192,"(-87.6759192 ,41.9496461)"
110741,West LAKE ST,CHICAGO ILLINOIS 60624,2018,41.885587,-87.7229209,"(-87.7229209 ,41.885587)"
110742,North MELVINA AVE,CHICAGO ILLINOIS 60630,2018,41.977172,-87.7838847,"(-87.7838847 ,41.977172)"
110743,South MICHIGAN AVE,CHICAGO ILLINOIS 60603,2018,41.8797036,-87.6246748,"(-87.6246748 ,41.8797036)"
110747,South DORCHESTER AVE,CHICAGO ILLINOIS 60615,2018,41.7980644,-87.5917263,"(-87.5917263 ,41.7980644)"
110748,West 70TH PL,CHICAGO ILLINOIS 60636,2018,41.765687,-87.6759893,"(-87.6759893 ,41.765687)"
110749,South STATE ST,CHICAGO ILLINOIS 60616,2018,41.8579115,-87.6275964,"(-87.6275964 ,41.8579115)"
110752,South UNION AVE,CHICAGO ILLINOIS 60621,2018,41.7618907,-87.6418684,"(-87.6418684 ,41.7618907)"
110754,South MICHIGAN AVE,CHICAGO ILLINOIS 60653,2018,41.8297137,-87.6237715,"(-87.6237715 ,41.8297137)"
110755,South ELLIS AVE,CHICAGO ILLINOIS 60619,2018,41.7458462,-87.6001946,"(-87.6001946 ,41.7458462)"
110756,South WENTWORTH AVE,CHICAGO ILLINOIS 60609,2018,41.8001641,-87.6310985,"(-87.6310985 ,41.8001641)"
110757,South MICHIGAN AVE,CHICAGO ILLINOIS 60653,2018,41.8297137,-87.6237715,"(-87.6237715 ,41.8297137)"
110758,South ABERDEEN ST,CHICAGO ILLINOIS 60621,2018,41.7800907,-87.6524042,"(-87.6524042 ,41.7800907)"
110760,South JUSTINE ST,CHICAGO ILLINOIS 60609,2018,41.8031541,-87.6636168,"(-87.6636168 ,41.8031541)"
110761,South MICHIGAN AVE,CHICAGO ILLINOIS 60653,2018,41.8297137,-87.6237715,"(-87.6237715 ,41.8297137)"
110765,South HERMITAGE AVE,CHICAGO ILLINOIS 60609,2018,41.8252862,-87.6692574,"(-87.6692574 ,41.8252862)"
110766,South STATE ST,CHICAGO ILLINOIS 60616,2018,41.8579115,-87.6275964,"(-87.6275964 ,41.8579115)"
110767,South UNIVERSITY AVE,CHICAGO ILLINOIS 60637,2018,41.7826247,-87.5981352,"(-87.5981352 ,41.7826247)"
110770,South HONORE ST,CHICAGO ILLINOIS 60636,2018,41.7760692,-87.6704612,"(-87.6704612 ,41.7760692)"
110771,South PLYMOUTH CT,CHICAGO ILLINOIS 60605,2018,41.8750434,-87.6289392,"(-87.6289392 ,41.8750434)"
110772,West HURON ST,CHICAGO ILLINOIS 60624,2018,41.89379,-87.7206673,"(-87.7206673 ,41.89379)"
110773,South SANGAMON ST,CHICAGO ILLINOIS 60620,2018,41.7472671,-87.6479006,"(-87.6479006 ,41.7472671)"
110774,West 79TH ST,CHICAGO ILLINOIS 60620,2018,41.750795,-87.6330694,"(-87.6330694 ,41.750795)"
110777,West GRAND AVE,CHICAGO ILLINOIS 60639,2018,41.9185278,-87.7645253,"(-87.7645253 ,41.9185278)"
110778,South CANAL ST,CHICAGO ILLINOIS 60607,2018,41.8743344,-87.6394613,"(-87.6394613 ,41.8743344)"
110779,?, IOWA ,2018,41.8780025,-93.097702,"(-93.097702 ,41.8780025)"
110780,South WENTWORTH AVE,CHICAGO ILLINOIS 60609,2018,41.8001641,-87.6310985,"(-87.6310985 ,41.8001641)"
110782,South EXCHANGE AVE,CHICAGO ILLINOIS 60617,2018,41.7468109,-87.5530548,"(-87.5530548 ,41.7468109)"
110783,South LOWE AVE,CHICAGO ILLINOIS 60628,2018,41.6905805,-87.6386915,"(-87.6386915 ,41.6905805)"
110784,East 111TH ST,CHICAGO ILLINOIS 60628,2018,41.6936152,-87.6013365,"(-87.6013365 ,41.6936152)"
110785,West MONTEREY AVE,CHICAGO ILLINOIS 60643,2018,41.6919195,-87.6704814,"(-87.6704814 ,41.6919195)"
110788,South SAWYER AVE,EVERGREEN ILLINOIS 60805,2018,41.7192621,-87.7033294,"(-87.7033294 ,41.7192621)"
110789,South PHILLIPS AVE,CHICAGO ILLINOIS 60649,2018,41.7539013,-87.5653427,"(-87.5653427 ,41.7539013)"
110791,East 42ND ST,CHICAGO ILLINOIS 60653,2018,41.8184803,-87.612992,"(-87.612992 ,41.8184803)"
110792,South INDIANA AVE,CHICAGO ILLINOIS 60653,2018,41.829764,-87.6220451,"(-87.6220451 ,41.829764)"
110793,East 47TH ST,CHICAGO ILLINOIS 60653,2018,41.8096107,-87.6177894,"(-87.6177894 ,41.8096107)"
