M,Hispanic,NULL,NULL,NULL,NULL,0.0000,0,0,1,0,0,1,0,0,NULL
F,Hispanic,43.9163,NULL,NULL,NULL,0.0000,1,0,0,1,0,0,0,0,NULL
M,Hispanic,NULL,NULL,NULL,NULL,0.0000,0,0,5,0,0,2,0,0,NULL
M,Hispanic,67.0590,71.7610,0.0000,80.5401,78.8175,2,0,6,0,0,1,2,0,80016
M,Hispanic,NULL,NULL,NULL,NULL,NULL,0,0,2,0,0,0,0,0,NULL
M,Hispanic,90.1792,72.4290,91.9358,57.1587,37.1001,38,4,2,26,4,0,2,0,90540
M,Hispanic,NULL,NULL,NULL,NULL,NULL,1,1,0,0,1,0,0,0,NULL
M,Hispanic,NULL,NULL,NULL,NULL,NULL,1,1,2,0,1,0,0,0,NULL
M,Hispanic,58.9928,65.0737,0.0000,70.9520,81.8838,5,0,19,1,0,5,4,0,87006
M,White,62.0458,67.7995,0.0000,0.0000,75.8224,9,0,19,2,0,2,0,0,90024
F,Hispanic,85.7820,81.8766,93.0935,63.0035,77.0612,19,2,22,7,1,8,4,1,104628
M,Hispanic,22.7352,0.0000,0.0000,76.7242,0.0000,2,0,0,2,0,2,1,0,80400
M,White,NULL,NULL,NULL,NULL,NULL,1,1,2,0,1,2,0,0,43104
F,Hispanic,31.7145,32.4497,70.2810,45.7733,35.8348,6,1,2,4,1,3,1,0,111474
M,Hispanic,87.7880,84.7219,94.1748,61.1256,87.7511,5,0,14,0,0,3,1,0,88296
F,White,36.8614,45.5103,0.0000,49.1036,72.8919,4,0,14,1,0,3,2,0,90024
M,Hispanic,0.0000,0.0000,0.0000,0.0000,89.8729,0,0,8,0,0,0,0,0,76266
M,Hispanic,76.7812,74.7059,85.3789,71.5384,77.6153,20,2,26,8,2,7,5,0,88830
M,Hispanic,91.9684,85.0305,85.2022,0.0000,63.0315,42,5,11,20,5,6,0,1,92316
F,Hispanic,84.1606,78.9064,94.8655,46.0263,86.5539,17,3,34,2,2,1,1,0,68262
F,Hispanic,73.1573,77.0779,0.0000,0.0000,82.5533,3,0,7,0,0,1,0,0,80016
M,Asian/Pacific,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,0,1,0,0,89718
F,White,23.6406,28.1440,0.0000,0.0000,0.0000,3,0,0,1,0,0,0,0,89646
M,Hispanic,55.7722,51.8671,0.0000,0.0000,43.4055,12,0,1,8,0,1,0,0,99960
M,Hispanic,66.7734,0.0000,0.0000,54.8976,27.8342,18,2,1,13,2,1,2,1,92316
M,Hispanic,70.0126,29.7987,0.0000,49.1036,0.0000,21,1,0,14,1,1,2,0,96060
F,White,79.3804,0.0000,0.0000,NULL,0.0000,27,13,2,8,13,1,0,0,NULL
M,Hispanic,63.8865,63.7189,87.1297,51.9603,59.3350,16,3,11,8,3,1,1,1,NULL
M,Hispanic,49.1458,NULL,NULL,NULL,0.0000,4,2,9,1,1,3,0,0,NULL
F,Hispanic,49.9561,57.0311,0.0000,0.0000,83.4298,4,0,22,2,0,4,0,0,87006
M,Hispanic,66.1075,47.6380,0.0000,0.0000,43.7138,18,0,4,12,0,1,0,0,103932
M,Hispanic,42.9177,47.6380,0.0000,56.6663,73.1475,8,0,24,5,0,1,3,0,100980
F,White,18.4785,0.0000,0.0000,38.9028,0.0000,2,0,0,0,0,1,1,0,96060
M,Hispanic,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,NULL
M,Hispanic,0.0000,0.0000,0.0000,55.0323,81.4083,0,0,12,0,0,3,1,0,84054
M,Hispanic,74.2157,78.4533,0.0000,84.9030,67.2543,13,0,10,4,0,2,11,0,90024
M,Hispanic,87.8453,85.0857,92.6101,98.2129,92.7160,11,0,40,0,0,1,22,0,88296
M,Hispanic,62.1069,67.8543,0.0000,82.5372,89.3133,6,0,36,1,0,1,8,0,101442
M,Hispanic,72.9319,76.9235,0.0000,86.2192,88.4141,6,0,22,0,0,5,6,0,84054
M,Unknown,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,48078
F,White,53.0778,47.6380,0.0000,56.6663,49.5617,9,0,4,5,0,3,3,0,93354
M,White,26.3155,NULL,NULL,NULL,0.0000,2,1,0,1,1,0,0,0,NULL
M,White,24.9206,NULL,NULL,NULL,0.0000,1,1,0,0,1,0,0,0,NULL
M,White,79.2289,69.1001,0.0000,0.0000,75.0040,20,0,24,14,0,6,0,0,93354
M,White,NULL,NULL,NULL,NULL,79.7716,0,0,4,0,0,2,0,0,72510
M,White,57.7818,0.0000,76.1654,0.0000,0.0000,13,4,0,9,4,1,0,0,85278
M,White,0.0000,NULL,NULL,NULL,0.0000,0,0,1,0,0,0,0,0,NULL
M,White,69.9834,56.4447,0.0000,0.0000,0.0000,18,2,0,12,2,4,0,0,80736
M,White,NULL,NULL,NULL,NULL,0.0000,0,0,0,0,0,0,0,0,68616
M,Asian/Pacific,57.2886,56.6922,78.2490,92.7891,99.0685,5,0,110,2,0,4,14,0,87006
F,Black,58.1907,49.4711,0.0000,0.0000,0.0000,9,2,1,3,2,0,0,0,71682
M,Asian/Pacific,NULL,NULL,NULL,NULL,88.7893,0,0,5,0,0,0,0,0,72510
M,Black,81.5603,60.9828,0.0000,0.0000,0.0000,23,4,6,11,3,1,0,0,78006
M,White,0.0000,NULL,NULL,NULL,0.0000,0,0,2,0,0,1,0,0,NULL
M,White,NULL,NULL,NULL,NULL,0.0000,0,0,0,0,0,0,0,0,NULL
M,White,NULL,NULL,NULL,NULL,0.0000,0,0,0,0,0,0,0,0,NULL
M,Hispanic,76.8675,72.3141,79.9133,0.0000,64.6246,17,1,10,11,1,2,0,0,93354
M,Hispanic,47.2584,55.3618,0.0000,0.0000,64.2203,6,1,8,1,1,3,0,0,90024
M,White,NULL,NULL,NULL,NULL,0.0000,0,0,0,0,0,0,0,0,NULL
M,White,42.1513,36.6897,0.0000,0.0000,48.7223,9,0,2,6,0,0,0,0,102960
M,White,69.5808,74.8804,0.0000,91.2913,83.0643,12,0,36,6,0,10,16,0,90024
M,White,0.0000,0.0000,0.0000,70.7648,82.6309,0,0,7,0,0,0,1,0,80016
M,Black,40.9664,49.2197,0.0000,0.0000,0.0000,7,1,0,3,0,0,0,0,NULL
M,White,NULL,NULL,NULL,NULL,0.0000,0,0,1,0,0,1,0,0,NULL
F,White,87.0182,84.7609,90.0336,60.1867,0.0000,19,2,1,9,1,0,1,0,69270
M,Asian/Pacific,61.1517,47.6380,0.0000,0.0000,67.2801,15,0,15,8,0,2,0,0,100980
M,White,49.8055,0.0000,0.0000,NULL,0.0000,7,0,0,5,0,1,0,0,74946
M,Black,NULL,NULL,NULL,NULL,NULL,2,1,0,1,1,0,0,0,68616
M,Black,88.9381,77.6460,93.0935,63.0035,73.3221,29,6,21,14,6,1,4,0,93354
M,Black,93.6533,93.4871,79.4050,96.6754,92.2470,15,1,39,2,1,5,18,0,94122
M,Black,76.4014,41.5139,61.1521,0.0000,0.0000,24,2,0,19,2,1,0,0,96060
F,Black,79.1640,79.0562,78.5131,62.5383,78.2547,9,0,15,1,0,4,3,1,91338
M,Black,97.3278,96.6067,96.1357,69.4876,72.2949,27,5,2,18,4,0,1,0,68262
F,Black,49.8109,56.9563,0.0000,49.1036,80.2018,6,0,25,3,0,2,2,1,90024
F,Black,50.9839,57.4995,0.0000,82.2251,74.8132,4,0,11,0,0,2,7,0,87006
M,Black,47.4745,54.5694,89.8632,NULL,0.0000,7,1,9,4,0,3,0,1,69264
M,Black,74.8504,80.3893,96.5159,0.0000,70.6358,12,4,1,4,4,1,0,0,70656
M,Black,59.7493,57.7487,61.1521,49.1036,55.7654,11,2,6,1,2,4,2,0,93354
F,White,43.9188,0.0000,96.6165,88.7269,90.5812,2,0,15,0,0,1,3,0,80016
M,White,75.3926,47.6380,61.1521,38.9028,78.4326,18,2,32,10,2,5,1,0,93354
M,White,0.0000,NULL,NULL,NULL,0.0000,0,0,0,0,0,0,0,0,NULL
M,White,83.7950,86.1072,0.0000,98.6384,96.2998,5,0,30,0,0,2,10,0,84054
M,Hispanic,72.8174,76.8365,0.0000,86.0963,99.3466,5,0,76,1,0,2,6,1,79980
M,Black,84.3109,69.1001,0.0000,88.0064,57.1207,24,5,7,13,4,3,13,0,93354
M,Hispanic,70.2801,29.7987,0.0000,0.0000,30.4687,16,0,1,7,0,1,0,0,100980
M,Hispanic,68.6485,47.6380,0.0000,38.9028,77.2908,17,2,33,9,2,2,1,0,95106
M,White,49.9043,33.7435,0.0000,0.0000,37.2910,11,1,2,7,1,5,0,0,90540
M,Hispanic,80.5128,83.4513,0.0000,56.6663,93.8998,14,0,73,4,0,1,3,1,90024
M,Hispanic,92.7357,NULL,NULL,NULL,0.0000,2,1,0,1,1,0,0,0,NULL
M,Hispanic,94.0201,94.3592,73.9835,99.6142,96.2901,23,1,87,10,1,4,49,3,87006
F,Hispanic,90.0462,88.2201,90.5721,96.8456,86.6611,22,4,43,5,4,2,26,0,90024
M,White,0.0000,0.0000,0.0000,78.0438,91.2637,0,0,17,0,0,1,2,0,80016
M,Hispanic,21.5544,29.3402,0.0000,71.2867,86.0465,1,0,25,0,0,1,4,0,87006
M,White,0.0000,0.0000,0.0000,0.0000,89.8082,1,0,9,1,0,0,0,0,76266
M,White,35.6839,NULL,NULL,NULL,0.0000,2,1,2,0,1,1,0,0,NULL
M,White,22.3704,0.0000,0.0000,0.0000,0.0000,3,0,0,3,0,0,0,0,99960
M,White,0.0000,NULL,NULL,NULL,0.0000,0,0,2,0,0,1,0,0,NULL
M,Hispanic,90.3748,83.7403,61.1521,75.2071,74.5124,33,2,25,18,2,6,7,1,93354
M,White,87.3782,NULL,NULL,NULL,0.0000,18,0,2,12,0,1,0,0,NULL
M,Black,NULL,NULL,NULL,NULL,0.0000,0,0,4,0,0,0,0,0,NULL
F,White,64.6135,70.1764,0.0000,0.0000,89.6141,2,0,14,0,0,1,0,0,80016
M,Black,49.2660,38.7461,86.0958,75.8991,0.0000,7,2,3,4,2,0,1,0,85818
M,White,91.8608,NULL,NULL,NULL,0.0000,13,0,5,9,0,2,0,0,NULL
M,White,0.0000,NULL,NULL,NULL,0.0000,0,0,0,0,0,0,0,1,NULL
M,White,21.6610,0.0000,0.0000,NULL,0.0000,1,0,0,1,0,1,0,0,NULL
M,White,32.2375,38.8406,86.2022,0.0000,0.0000,4,0,2,2,0,1,0,0,76476
M,Hispanic,NULL,NULL,NULL,NULL,65.3912,0,0,1,0,0,0,0,0,72510
F,White,49.7268,56.8567,0.0000,47.1406,74.3280,4,0,11,1,0,3,1,0,91338
M,White,NULL,NULL,NULL,NULL,0.0000,0,0,2,0,0,0,0,0,NULL
M,White,NULL,NULL,NULL,NULL,0.0000,0,0,0,0,0,4,0,0,NULL
M,Hispanic,77.1923,77.5314,74.5515,89.1183,91.7586,11,0,52,1,0,6,14,1,87006
M,Hispanic,44.7572,0.0000,0.0000,0.0000,0.0000,5,1,2,2,1,2,0,0,NULL
F,Hispanic,NULL,NULL,NULL,NULL,89.0675,0,0,4,0,0,0,0,0,68616
M,Hispanic,46.9506,53.8470,89.7634,70.5733,77.6463,6,0,9,2,0,6,2,0,70656
M,Hispanic,78.6405,81.8766,61.1521,92.1082,93.7413,17,1,86,9,1,8,17,0,90024
